CODGEO;LIBGEO;SNHM14;SNHMC14;SNHMP14;SNHME14;SNHMO14;SNHMF14;SNHMFC14;SNHMFP14;SNHMFE14;SNHMFO14;SNHMH14;SNHMHC14;SNHMHP14;SNHMHE14;SNHMHO14;SNHM1814;SNHM2614;SNHM5014;SNHMF1814;SNHMF2614;SNHMF5014;SNHMH1814;SNHMH2614;SNHMH5014;NOM_DEPT;Geo Shape;geo_point_2d
77468;Torcy;13.7985812051;22.1484329664;14.7934449577;10.9864430255;11.2873230908;13.024437573;20.4887351198;14.25075073;11.0521324699;9.98682250421;14.3545696991;23.0726874437;15.2303823897;10.8926710591;11.6170940824;9.91890574279;13.7614319557;15.5970946671;9.6695196775;13.1212911237;14.3439253349;10.1395113629;14.2032694265;16.5249984431;SEINE-ET-MARNE;"{""type"": ""Polygon"", ""coordinates"": [[[2.6608499854, 48.8740402886], [2.6611239268, 48.8742640946], [2.6615328472, 48.8744873822], [2.6620115936, 48.8746658999], [2.6622796815, 48.8739013396], [2.6646812573, 48.865954521], [2.6643089182, 48.8594279816], [2.6632712337, 48.8519075682], [2.6630372264, 48.8507935347], [2.6623340941, 48.8501557233], [2.6623331111, 48.8498868195], [2.6610635945, 48.8468704549], [2.6586453064, 48.8422319835], [2.6580807522, 48.8404343859], [2.6580264737, 48.8399854588], [2.6582468626, 48.8387890628], [2.658313732, 48.8385644179], [2.6583118915, 48.838429511], [2.6604025317, 48.8351879291], [2.6616857711, 48.8335214779], [2.6621605302, 48.8332062494], [2.6623641013, 48.8331150907], [2.6626365589, 48.8331149602], [2.6630446727, 48.8332033474], [2.6641378571, 48.8337397352], [2.6644100342, 48.8337836679], [2.6654916223, 48.8325222145], [2.6656262759, 48.8323427213], [2.6612023447, 48.8324444891], [2.660113873, 48.8324476964], [2.658534682, 48.8324971592], [2.6584670483, 48.8326318684], [2.6550170807, 48.8362364445], [2.6540692386, 48.8370026476], [2.6453770274, 48.8428373158], [2.6378467185, 48.8453221179], [2.6377122421, 48.845457511], [2.6377134043, 48.8456823493], [2.6370404114, 48.8470320155], [2.6356140123, 48.8475744772], [2.6324267075, 48.8498976076], [2.6295791096, 48.8521281704], [2.6291060785, 48.8527229636], [2.628973578, 48.8535319531], [2.6289842654, 48.8552847855], [2.6293357765, 48.8572158394], [2.6307655019, 48.8572121655], [2.6355334818, 48.8573356013], [2.6359420535, 48.8573791135], [2.637443613, 48.8578252431], [2.6384675416, 48.8583616431], [2.6439381562, 48.8619879447], [2.6490170961, 48.8661991922], [2.658044631, 48.8721059729], [2.6594788273, 48.872731489], [2.6602316136, 48.8733226801], [2.6607799708, 48.873905193], [2.6608499854, 48.8740402886]]]}";48.8539678711, 2.65081586824
78126;La Celle-Saint-Cloud;25.1312591095;37.057497587;17.3080262637;12.7496761687;14.8735992314;19.6908906505;29.025114891;16.2721769522;12.3309318609;13.5953424447;29.1220047205;41.3659604725;18.4666098655;13.4050832926;15.1322556429;10.1177225256;23.5266297545;32.4436617898;9.85493162143;20.1274935305;21.3878360537;10.3534317754;26.1171768386;39.4969044784;YVELINES;"{""type"": ""Polygon"", ""coordinates"": [[[2.1106321477, 48.8410839945], [2.1106310361, 48.8413088338], [2.1102838382, 48.8428900773], [2.109520792, 48.8460790255], [2.113617726, 48.8475619578], [2.1176271708, 48.8484307213], [2.1198735821, 48.8486379373], [2.1224522506, 48.8506418156], [2.1224513416, 48.8507767161], [2.1232668921, 48.8512278885], [2.1297939019, 48.8538954287], [2.1372093728, 48.8557092085], [2.1400900451, 48.8569836728], [2.142977417, 48.8593508504], [2.1528545615, 48.8633388309], [2.1529308186, 48.8634275087], [2.153689271, 48.864316952], [2.1537588035, 48.8644001854], [2.1540287625, 48.8643130567], [2.1549412046, 48.8637789838], [2.1532158189, 48.8618277517], [2.1532608791, 48.8573779869], [2.1543056854, 48.8530485959], [2.159842197, 48.847774981], [2.1598730726, 48.8477194364], [2.1598990054, 48.8475478371], [2.1598678402, 48.8475368257], [2.1571172904, 48.847740525], [2.1565158211, 48.8478559035], [2.1532113487, 48.8488524566], [2.1519657805, 48.8487689858], [2.151531635, 48.8484826033], [2.1509564592, 48.8479865622], [2.148296504, 48.8443944124], [2.1462762878, 48.8383694175], [2.1458671766, 48.8368950967], [2.1438446338, 48.8368527559], [2.1335439581, 48.8353287633], [2.1298686887, 48.835052951], [2.1261249103, 48.835046343], [2.122582319, 48.8357138402], [2.1205388932, 48.8360244132], [2.1205378245, 48.8362492537], [2.1198454516, 48.8391689837], [2.1176639412, 48.8396592692], [2.1142579296, 48.840282558], [2.1118736493, 48.8405922579], [2.1109051568, 48.8408153074], [2.1106321477, 48.8410839945]]]}";48.8468820804, 2.13535242667
77517;Villevaudé;17.6368444687;27.3452779264;16.097969358;12.8894409989;12.7077247932;15.9049027788;25.774832004;14.7171247474;12.3354895169;11.023140693;18.767404593;28.1009637867;17.1479337886;14.0576089201;12.9992362709;10.4854538597;17.08165542;21.551936119;9.38864528041;15.2826590665;19.8999009782;11.3326722524;18.2156856211;22.6629442887;SEINE-ET-MARNE;"{""type"": ""Polygon"", ""coordinates"": [[[2.6574959292, 48.8972921802], [2.6523758956, 48.8988835703], [2.6493786859, 48.9023991658], [2.6450314053, 48.9041849446], [2.6447654972, 48.9037704822], [2.643777482, 48.9040256445], [2.6403881418, 48.9047358489], [2.636718168, 48.9067454796], [2.6376565335, 48.9112834288], [2.6392510933, 48.9160571422], [2.642243714, 48.9247369531], [2.6434000611, 48.9276567423], [2.6445730674, 48.9301548041], [2.6451887543, 48.9303328854], [2.645393487, 48.9303316928], [2.6496912611, 48.930545769], [2.6528979477, 48.9308518582], [2.6546045043, 48.9309817871], [2.656240984, 48.9309774997], [2.6607993762, 48.930798045], [2.6635828553, 48.9304992405], [2.6636810962, 48.9298700281], [2.6636672477, 48.9275786495], [2.6635958779, 48.9272187408], [2.6660365716, 48.9250106608], [2.6694367976, 48.9233834114], [2.6710722408, 48.9232889919], [2.6719503141, 48.9218939263], [2.6720143234, 48.9212646087], [2.6778431403, 48.9158694688], [2.6831430642, 48.9133377393], [2.6868796544, 48.9113718404], [2.6878976823, 48.9106496746], [2.6882360017, 48.910199115], [2.6895166144, 48.9082186186], [2.6896519225, 48.9079482842], [2.6913311431, 48.9042943222], [2.6929384959, 48.9000654932], [2.693004764, 48.8999307693], [2.6914360685, 48.8997109079], [2.6770753262, 48.8964589696], [2.6752805401, 48.8964334328], [2.6601454128, 48.8965632043], [2.6588858528, 48.8968689814], [2.6574959292, 48.8972921802]]]}";48.9118016277, 2.66226017903
77463;Thomery;19.1211504325;29.450077211;15.8304924006;12.081966044;12.460986493;16.1174587102;25.0127818166;15.1551497729;11.9746383719;9.48596012398;20.9614281147;31.1681813745;16.323385168;12.2919477781;12.7664170138;9.94478932629;18.4150426119;23.0002965228;9.19068108167;16.0353280834;17.9580173052;10.4289760806;19.8642014985;26.1029934526;SEINE-ET-MARNE;"{""type"": ""Polygon"", ""coordinates"": [[[2.749143804, 48.4073401918], [2.7525379873, 48.4096666454], [2.7533495048, 48.4097978867], [2.754294228, 48.4114984022], [2.75698998, 48.4112475537], [2.7606899327, 48.4112532774], [2.7654613317, 48.4112969956], [2.7693615993, 48.4115394546], [2.7726612169, 48.4119398747], [2.7740845689, 48.4121684081], [2.7761147586, 48.4127003559], [2.7785251772, 48.4134470972], [2.7799588832, 48.4138006312], [2.7830970075, 48.4144181766], [2.7839629124, 48.414505224], [2.7857183689, 48.4145165052], [2.7865822345, 48.4144415921], [2.7871758842, 48.4143490946], [2.7878292409, 48.4141955245], [2.7884432727, 48.4140742683], [2.7896816333, 48.4136203455], [2.7905534686, 48.4132359362], [2.7909218035, 48.4130458591], [2.7924417378, 48.4121146861], [2.7943230437, 48.4103348441], [2.7960769096, 48.4082821547], [2.7967426914, 48.4073350572], [2.7968721405, 48.4067055175], [2.7967952367, 48.4056266936], [2.7960875597, 48.4041428379], [2.7948218677, 48.4026697078], [2.7934219671, 48.4013294788], [2.7923199012, 48.4001966766], [2.7906238627, 48.3979373344], [2.7899610737, 48.3961080403], [2.7896375543, 48.3935668049], [2.7897181589, 48.3913141757], [2.7782959917, 48.389604684], [2.7781114746, 48.3917176659], [2.7784927548, 48.3938811844], [2.7754415441, 48.4019976307], [2.7729467731, 48.4071497412], [2.7675014527, 48.4092506917], [2.7646670534, 48.4094160367], [2.7607735783, 48.4095018118], [2.7548166595, 48.4075580775], [2.7518996858, 48.4054746938], [2.749143804, 48.4073401918]]]}";48.404354391, 2.78113359196
78123;Carrières-sous-Poissy;15.4026266073;24.3251920268;15.1925148432;11.3155246143;11.488444377;14.2237920896;21.9813419683;14.6187386283;11.258812102;9.59245046191;16.1748834454;25.5599244147;15.667897144;11.4110459975;11.7956997625;10.4016592163;15.3717506914;17.5701681147;10.0115929979;14.5677776963;15.10910699;10.7565991251;15.8775181488;19.1909891509;YVELINES;"{""type"": ""Polygon"", ""coordinates"": [[[2.0353154463, 48.9614622064], [2.0359299857, 48.9614644509], [2.0369531189, 48.9616012724], [2.048716639, 48.9593390044], [2.0488529397, 48.9592042911], [2.0490021752, 48.9570930135], [2.0488064559, 48.9554745124], [2.0478234758, 48.9480042526], [2.0473533572, 48.9468350098], [2.0461883622, 48.9453652619], [2.0393596376, 48.9370558927], [2.0377330141, 48.9352540918], [2.0371207979, 48.9348480765], [2.0262190718, 48.9308659089], [2.0247215163, 48.930368093], [2.0234954901, 48.9300946054], [2.0217919579, 48.9299557048], [2.0206318428, 48.9299525246], [2.0198126077, 48.9300402561], [2.0181734646, 48.9303955629], [2.0142121902, 48.9314179565], [2.0125710863, 48.9320879361], [2.0111897913, 48.9328032048], [2.0094776282, 48.9338313876], [2.0089985038, 48.9341898559], [2.0084110765, 48.9347156004], [2.0078313805, 48.9352647885], [2.0054290292, 48.9376847495], [2.0048098529, 48.9385816332], [2.0040513514, 48.9398379845], [2.0035656996, 48.9409599012], [2.0035642692, 48.9413196186], [2.0103800567, 48.9421468041], [2.0116035753, 48.9427792293], [2.0127704592, 48.9464688581], [2.0157577283, 48.9493604407], [2.0232693606, 48.9561703023], [2.0246843478, 48.9591432362], [2.0282325057, 48.9590632287], [2.0362169897, 48.9589487112], [2.0361455427, 48.9594877188], [2.0359319844, 48.9599572367], [2.0356620676, 48.9605198282], [2.0353171722, 48.961148364], [2.0353154463, 48.9614622064]]]}";48.9452653466, 2.0286813282
78146;Chatou;24.5214403562;33.7462723215;17.4098340723;13.988904504;15.0244968792;20.0981015601;27.5146641321;16.5651993482;13.3111096805;12.8576330473;27.9772436722;37.5513774669;18.320457114;15.1070460293;15.5011038086;10.7223950927;23.3846637078;30.6230180611;10.3848160278;20.1404690862;22.259215563;11.0373635457;25.9119473564;36.9673009454;YVELINES;"{""type"": ""Polygon"", ""coordinates"": [[[2.1583184829, 48.8806064132], [2.1565149114, 48.8809147883], [2.1559980431, 48.8810028795], [2.1449384245, 48.8833769348], [2.1450046864, 48.8838261845], [2.1439354093, 48.891632982], [2.140583646, 48.8996904631], [2.13928016, 48.9017999433], [2.1383211937, 48.9032814505], [2.1366752207, 48.9057949316], [2.1337980254, 48.9095648489], [2.1336614588, 48.9096546938], [2.1334569479, 48.9095641807], [2.1323736293, 48.9077648684], [2.1314253095, 48.906055556], [2.1312890214, 48.9059655335], [2.1259521574, 48.9076642234], [2.1270389546, 48.9084293878], [2.1272770334, 48.9086325733], [2.1276514181, 48.9089248857], [2.1281269908, 48.9092853832], [2.1305737927, 48.9111324079], [2.1318658615, 48.9120330149], [2.1321372429, 48.9121231156], [2.1359723075, 48.9113207567], [2.140073221, 48.9085416558], [2.1453467823, 48.9037787583], [2.1524941451, 48.9049321287], [2.1561446288, 48.906038001], [2.1608814032, 48.9078105837], [2.1613573653, 48.907991085], [2.1646362366, 48.905838517], [2.1660040079, 48.9048524886], [2.1733954903, 48.8996048575], [2.1742824948, 48.8990668785], [2.1716562706, 48.8974623135], [2.169848116, 48.8962302912], [2.1693486998, 48.8958149311], [2.1683811579, 48.895076154], [2.1677833601, 48.8944172818], [2.164892634, 48.8902826677], [2.1631701951, 48.8860338249], [2.1587924464, 48.8808103], [2.1583184829, 48.8806064132]]]}";48.8964004469, 2.15330952483
78090;Bouafle;17.5091227105;27.1130232025;16.2917985799;11.9496635136;13.7584671227;15.4027974551;24.6672567132;14.7903916389;11.9116180135;12.0579193166;19.1229624844;28.4359977875;17.4519723033;12.0802280311;14.0555535056;9.6193071402;17.7812782362;19.5780030517;9.05743577497;16.1101305766;16.4299085832;10.1955597544;19.1454309104;21.4648757819;YVELINES;"{""type"": ""Polygon"", ""coordinates"": [[[1.8937447335, 48.932945756], [1.8935390454, 48.9329897238], [1.8859378262, 48.9349383363], [1.8876898748, 48.9374610841], [1.8891035794, 48.9395336905], [1.8886939123, 48.9396665927], [1.8847987659, 48.9405054736], [1.8847274452, 48.9407755118], [1.8846255429, 48.9524668381], [1.8867288671, 48.9644393338], [1.886000732, 48.9731145854], [1.885929233, 48.9735186126], [1.889527419, 48.9758245429], [1.8921212136, 48.9774510995], [1.8931386453, 48.9781745438], [1.8988696125, 48.9785096731], [1.9022821538, 48.9785220657], [1.9063101885, 48.9785013046], [1.9106391076, 48.9731853184], [1.9155755947, 48.9706553277], [1.9158705931, 48.9703306453], [1.9152724265, 48.9701930378], [1.9134982919, 48.9637091053], [1.9112133278, 48.9566628849], [1.9103430013, 48.9547277252], [1.9092284628, 48.9532408964], [1.9048259923, 48.9535622911], [1.9012103349, 48.9534815439], [1.8993829574, 48.9516229559], [1.8956026782, 48.946890977], [1.8956180314, 48.9451392133], [1.8960215958, 48.9419502833], [1.8960558733, 48.9377623708], [1.8938782216, 48.9332158928], [1.8937447335, 48.932945756]]]}";48.96016253, 1.89730181082
93073;Tremblay-en-France;14.6773938593;26.2202777171;15.4388892965;11.7252578194;11.9634681479;13.32447452;21.7332932044;14.5972445125;11.679034141;10.3903695411;15.5923812398;28.2995278691;16.0866897275;11.8047498912;12.243452451;9.90682747777;14.582375489;17.0645840589;9.71671337194;13.3783938764;15.0385211656;10.0644557141;15.3818765312;18.3759927401;SEINE-SAINT-DENIS;"{""type"": ""Polygon"", ""coordinates"": [[[2.5005212404, 48.9752829277], [2.5003026164, 48.9755733711], [2.5004037139, 48.9777040909], [2.5018765918, 48.9785348177], [2.5037023521, 48.9794694991], [2.5058032657, 48.979346884], [2.5090261731, 48.980192811], [2.5105094352, 48.9806682736], [2.5147638796, 48.9822556213], [2.5183558101, 48.9894603436], [2.5243742031, 48.9962411227], [2.5276657685, 49.0000551246], [2.5322372194, 49.0052237354], [2.5342855927, 49.0061911609], [2.5354933007, 49.006560921], [2.5394380764, 49.0056283534], [2.5432207432, 49.0052399619], [2.5477767708, 49.0048732511], [2.5530841608, 49.0067661883], [2.5530565519, 49.009816203], [2.5533988897, 49.0099047004], [2.5547678803, 49.0106210591], [2.5569708199, 49.0116507086], [2.5581338067, 49.0120083831], [2.5619595298, 49.0122256252], [2.5657856608, 49.0123977864], [2.5661892486, 49.0110495383], [2.5673833282, 49.0080082329], [2.5695136466, 49.0057768611], [2.5715398078, 49.0007404294], [2.571671586, 48.999841685], [2.5725605619, 48.9999293808], [2.5758390395, 49.0002827146], [2.577392315, 48.9964962003], [2.5803194899, 48.9915931374], [2.5805616751, 48.9879979907], [2.5797962901, 48.9849847038], [2.5777354568, 48.9820190057], [2.5719219579, 48.9797386339], [2.567113126, 48.9803993983], [2.5638706287, 48.9804730809], [2.5635148134, 48.980383662], [2.5624857478, 48.979127282], [2.5624839204, 48.9788575053], [2.5634346214, 48.9777324303], [2.56973361, 48.9711332094], [2.5781650174, 48.962590679], [2.5858751171, 48.9570008487], [2.5872335657, 48.9558293126], [2.5893050071, 48.9537582539], [2.5902861758, 48.952273346], [2.5909614392, 48.9507891835], [2.5912329465, 48.9502937205], [2.5914347632, 48.9499787696], [2.5919093847, 48.9493491081], [2.5919767284, 48.9489446718], [2.5950745921, 48.9408852152], [2.5959331869, 48.9386084774], [2.5953641641, 48.9385822776], [2.5940244701, 48.9384815261], [2.5859635796, 48.9374872409], [2.5795822748, 48.936451553], [2.5773439182, 48.9365902613], [2.5762015138, 48.9367453978], [2.5742841198, 48.9373590976], [2.5725393526, 48.9388870374], [2.5705718795, 48.9407567725], [2.5701662123, 48.9416105192], [2.5691491695, 48.9430960487], [2.569014269, 48.9432304533], [2.5690141439, 48.9434103054], [2.5684045586, 48.9443190652], [2.5676563961, 48.9448154596], [2.5648594063, 48.9468961215], [2.5631063955, 48.9494966983], [2.5627086257, 48.9521489559], [2.562256993, 48.9581129557], [2.557579945, 48.9653329406], [2.552343411, 48.969799835], [2.5499603521, 48.9713322164], [2.5497564401, 48.9713773124], [2.5446623465, 48.9683258364], [2.5363561398, 48.9663966064], [2.5330953867, 48.9681383834], [2.5298799726, 48.9711859479], [2.5277740589, 48.9737063414], [2.5240219154, 48.9760708981], [2.5160983442, 48.9764204722], [2.505025149, 48.9759868188], [2.5005212404, 48.9752829277]]]}";48.9784393812, 2.55500199052
92078;Villeneuve-la-Garenne;13.0685608113;23.2152309911;14.3004452391;10.8077813772;11.0097304628;12.5494385947;21.9922514212;13.8930292266;10.7523468406;9.49682974048;13.4412296531;24.0133814036;14.6432928324;10.8927907494;11.3147448852;9.63360820095;13.2780269515;14.0104889327;9.4529253326;12.8370911576;13.3529202026;9.80753241268;13.5728445367;14.5177625681;HAUTS-DE-SEINE;"{""type"": ""Polygon"", ""coordinates"": [[[2.3284496728, 48.9227596873], [2.3269089016, 48.9238194091], [2.3232209627, 48.9281620252], [2.322158123, 48.9328494303], [2.3206859208, 48.9347925555], [2.3196536285, 48.9357597314], [2.3181016517, 48.9370063188], [2.3146150569, 48.9383740333], [2.3123276218, 48.9422647327], [2.3113045159, 48.9469486183], [2.3116681012, 48.9479489077], [2.3124442417, 48.9477977862], [2.3146311186, 48.9474119276], [2.3206828074, 48.9465291076], [2.3234798913, 48.9460350334], [2.3269728002, 48.9453613495], [2.3293603503, 48.9446427159], [2.33136575, 48.943910213], [2.3320921731, 48.9435815286], [2.3327714198, 48.9432049152], [2.333907029, 48.9424774168], [2.3344608837, 48.9419759958], [2.3349085718, 48.9415558177], [2.3355682106, 48.940679977], [2.3357754397, 48.9401667351], [2.3362085829, 48.9390657126], [2.3369642859, 48.9353612383], [2.336865841, 48.9338750689], [2.3367381718, 48.9332898243], [2.336352989, 48.9323479338], [2.3358410216, 48.9312884307], [2.3353644534, 48.9303442301], [2.3346826269, 48.9291228042], [2.3337279143, 48.9276849246], [2.3324322771, 48.9263368645], [2.3299096925, 48.9240448652], [2.3284496728, 48.9227596873]]]}";48.9371223842, 2.32564488279
93062;Le Raincy;19.1063409797;28.6610311815;16.7264188339;12.7209803338;12.3151544883;17.1289077116;25.6078570337;16.1688788427;12.406754335;11.3325149293;20.6826576037;30.4525534311;17.2938478453;13.3164392523;12.4422051324;10.3971452614;18.0295946836;24.9514896302;10.0465811446;16.6268624626;21.2569315218;10.7256167076;19.1536591942;27.6989289004;SEINE-SAINT-DENIS;"{""type"": ""Polygon"", ""coordinates"": [[[2.5109183048, 48.9017915027], [2.5111906105, 48.9017008856], [2.5126485086, 48.9018803918], [2.5206878184, 48.9032869642], [2.5212347239, 48.9034474282], [2.5215042099, 48.9036625382], [2.5220489204, 48.9036170502], [2.5227992119, 48.9036155453], [2.5277431132, 48.9005802188], [2.5317692027, 48.8964025785], [2.5321056902, 48.8952338982], [2.5321731762, 48.8950093356], [2.5323707248, 48.8932114949], [2.5314827843, 48.8927637665], [2.5304594378, 48.8923604658], [2.5280725136, 48.8917800222], [2.5269135042, 48.8916027817], [2.519519344, 48.8908089283], [2.5185794007, 48.8909868136], [2.5181957754, 48.8911768236], [2.5180374316, 48.8908974004], [2.5166837109, 48.8887821614], [2.5162558266, 48.888159009], [2.5158463674, 48.8877553616], [2.5155732057, 48.8878001217], [2.5125115663, 48.8889729894], [2.5114931905, 48.890098374], [2.5113578481, 48.8902785833], [2.5111538953, 48.8905034778], [2.5100662363, 48.8914487042], [2.5090461284, 48.8921684704], [2.5074811891, 48.8926656572], [2.5069407792, 48.8942839871], [2.5074919335, 48.8959994348], [2.5076294461, 48.8963138581], [2.5077675625, 48.89685311], [2.5078365466, 48.8973471122], [2.5077720347, 48.8981112561], [2.5076358963, 48.8985162828], [2.507636835, 48.8985612519], [2.5107827373, 48.9017019183], [2.5109183048, 48.9017915027]]]}";48.8961908765, 2.51897770016
93005;Aulnay-sous-Bois;13.3685527653;24.2284235191;14.666728911;10.742726321;11.2362232081;12.5277705653;21.8451658695;13.9801557908;10.7878546116;9.4229760225;13.8962566968;25.5750750944;15.1781058205;10.6791038697;11.6455846446;9.68590884035;13.1412295758;15.7351138177;9.40589195368;12.4824089999;14.376844746;9.91959888905;13.5307912145;16.6049614859;SEINE-SAINT-DENIS;"{""type"": ""Polygon"", ""coordinates"": [[[2.4960054328, 48.9727191832], [2.496958077, 48.9719543291], [2.504787639, 48.9657875105], [2.5088210796, 48.9640199881], [2.5139302507, 48.9599312284], [2.5139935627, 48.9598784291], [2.5189123032, 48.955621411], [2.5223060091, 48.9523050305], [2.5236305417, 48.9509551172], [2.5241446815, 48.9505740744], [2.5217051104, 48.9497937005], [2.5175358844, 48.9481142599], [2.511879687, 48.9440114004], [2.5099651262, 48.9426205166], [2.5084580475, 48.9407357744], [2.5083892706, 48.9406464647], [2.5071132364, 48.9355675349], [2.5085708677, 48.9338514103], [2.5129162459, 48.9304141309], [2.5175599669, 48.925795333], [2.5175598529, 48.9256604403], [2.5174193223, 48.9246266], [2.5120680195, 48.9192784668], [2.5072938795, 48.9186564069], [2.5068845088, 48.9186574206], [2.4982227225, 48.9176358375], [2.4917295706, 48.9168800427], [2.4913212764, 48.9173306527], [2.4882230202, 48.9185252042], [2.4848298214, 48.9184845827], [2.481984064, 48.9185550472], [2.4810297914, 48.9186012778], [2.479120341, 48.9187836411], [2.4791909112, 48.9193675867], [2.4793970138, 48.9197713638], [2.479805502, 48.9199961616], [2.481072627, 48.9234738032], [2.4813185621, 48.9246763128], [2.4829816063, 48.9339308017], [2.4822638159, 48.9377541189], [2.4795278668, 48.9427062494], [2.478848096, 48.9435153362], [2.4774006184, 48.9445036256], [2.4712878006, 48.9480675949], [2.4601322219, 48.9547371769], [2.4594885661, 48.9550490183], [2.4600643281, 48.9560156197], [2.4631987615, 48.9599297759], [2.4661947504, 48.9632739903], [2.4673269472, 48.9643383446], [2.4746814946, 48.9674435258], [2.4797993453, 48.9686600357], [2.4882881245, 48.9711568922], [2.4927341392, 48.9745209638], [2.4930751549, 48.9744306828], [2.4958010902, 48.9729440344], [2.4960054328, 48.9727191832]]]}";48.946227127, 2.49329631846
93057;Les Pavillons-sous-Bois;14.4714650523;23.1584916441;15.3651809996;11.3629405618;11.8178596372;13.5167888874;20.9156846014;14.6259033469;11.309188249;10.3018408;15.1433318768;24.4052746669;16.0226239921;11.4576313262;12.0488474101;10.029685875;14.2996031996;17.3188912015;9.68822911551;13.4928613118;15.8884585114;10.3717973412;14.8325090987;18.3650005664;SEINE-SAINT-DENIS;"{""type"": ""Polygon"", ""coordinates"": [[[2.5109183048, 48.9017915027], [2.5107827373, 48.9017019183], [2.507636835, 48.8985612519], [2.5076358963, 48.8985162828], [2.5074316321, 48.8983364813], [2.5001163485, 48.8956505207], [2.4998440551, 48.8957411131], [2.4956893603, 48.8966005136], [2.4956220934, 48.8966451956], [2.4957591005, 48.8970045958], [2.4963772121, 48.8985315198], [2.4940155948, 48.906443516], [2.4919983739, 48.9156221757], [2.4920671854, 48.9159812846], [2.4917295706, 48.9168800427], [2.4982227225, 48.9176358375], [2.5068845088, 48.9186574206], [2.5072938795, 48.9186564069], [2.5072255596, 48.918522132], [2.5071854878, 48.9167018073], [2.5087074644, 48.9131720476], [2.512014423, 48.9117520916], [2.5165070654, 48.9111839691], [2.5188517763, 48.9093291736], [2.5146115392, 48.9053812425], [2.510918824, 48.901881435], [2.5109183048, 48.9017915027]]]}";48.9077497585, 2.50323627608
93045;Les Lilas;16.7458189831;25.4857781142;15.369044014;11.7427636116;11.6591582006;15.5368435791;22.9400611617;14.6320202219;11.7376053261;11.3841985005;17.7878910867;27.327727482;16.1549119769;11.7505957982;11.7098226281;10.0195048927;16.6946940432;19.2865900234;9.75450619013;15.7195503659;17.2922967414;10.3114797522;17.5101078063;21.0169845131;SEINE-SAINT-DENIS;"{""type"": ""Polygon"", ""coordinates"": [[[2.4244192752, 48.8911917616], [2.4244863536, 48.890922289], [2.4266400442, 48.8849575446], [2.4289315871, 48.8806760272], [2.4296445823, 48.8788214195], [2.4297118451, 48.8782821441], [2.4283484663, 48.8781479371], [2.4269863273, 48.8781495189], [2.4246696227, 48.8782858972], [2.4218763122, 48.8782427626], [2.420922498, 48.8780636831], [2.4200366374, 48.8776600932], [2.4161496408, 48.8753254261], [2.4147028951, 48.8742481574], [2.4132704498, 48.87311698], [2.4130669325, 48.8737554074], [2.4116414503, 48.8770813286], [2.4106903466, 48.8784751065], [2.4119166786, 48.8787887071], [2.4118487232, 48.8793729362], [2.4115103345, 48.8807211628], [2.4110351978, 48.8816199509], [2.4109675431, 48.8819352813], [2.4110359356, 48.8825192798], [2.4113100834, 48.8832373897], [2.4118553718, 48.8833722703], [2.4146905613, 48.8835957067], [2.4171840794, 48.8841330755], [2.4174571709, 48.8842225382], [2.4186535964, 48.8847877321], [2.4215611491, 48.8878361228], [2.4243302103, 48.890982692], [2.4244192752, 48.8911917616]]]}";48.8814193509, 2.41997665335
93047;Montfermeil;13.8046369591;22.8943039231;15.345510591;11.0699563524;11.5382338694;12.8481100547;20.5502819904;14.4287903201;11.0247251548;9.85261184215;14.4071898385;24.1269031678;15.9934735021;11.1516311201;11.811381948;9.62716466203;13.8104694504;16.0492260615;9.4044044617;12.9970548444;14.4341677695;9.78972111867;14.3024141258;17.1026776187;SEINE-SAINT-DENIS;"{""type"": ""Polygon"", ""coordinates"": [[[2.5914203682, 48.9071463047], [2.5912646007, 48.9068301219], [2.5879162047, 48.8981179636], [2.5838172328, 48.8954103842], [2.5782238984, 48.8933772762], [2.5747470468, 48.8927525538], [2.5716083865, 48.8919769575], [2.567971683, 48.8907498291], [2.5651295617, 48.8897655917], [2.5626276286, 48.8888832512], [2.560095464, 48.8872309373], [2.5597528716, 48.886782721], [2.5595461376, 48.8862342806], [2.5595434954, 48.8857405491], [2.5594064582, 48.8853362542], [2.5589259391, 48.8847526303], [2.5586533644, 48.884573562], [2.5529992663, 48.8849437875], [2.5495327883, 48.887160189], [2.5468323976, 48.8934568481], [2.5461213066, 48.896018972], [2.5463078752, 48.8984001329], [2.5465816413, 48.8987590917], [2.5465831944, 48.8988939928], [2.5472653924, 48.8993426269], [2.5519278311, 48.9020139934], [2.5626337928, 48.9071453772], [2.5652020124, 48.9083633764], [2.5656949475, 48.9081475358], [2.5663343664, 48.9080338437], [2.5706259864, 48.907576276], [2.578566811, 48.9072906238], [2.5888539733, 48.9082184716], [2.5914203682, 48.9071463047]]]}";48.8981542665, 2.56697338516
